Id,Dataset,Classifier,Measure,Type,Mean,Std
1,Synthetic_n=20000_p=50_r=0_001,NB,Accuracy,Normalized,0.9994394955459911,0.00023770077243595548
0,Synthetic_n=20000_p=50_r=0_001,GBM,G-mean,Standard,0.0,0.0
1,Synthetic_n=20000_p=50_r=0_001,GBM,G-mean,Normalized,0.09100008189188454,1.3877787807814457e-17
0,Synthetic_n=20000_p=50_r=0_001,GBM,Kappa,Standard,-0.0008829379333663167,0.0005713607829458983
1,Synthetic_n=20000_p=50_r=0_001,GBM,Kappa,Normalized,0.3005402134648458,0.128646567469882
0,Synthetic_n=20000_p=50_r=0_001,GBM,Bal. acc.,Standard,0.49932932932932944,0.0006457038407555612
1,Synthetic_n=20000_p=50_r=0_001,GBM,Bal. acc.,Normalized,0.4988213937998745,0.0011801894952795594
0,Synthetic_n=20000_p=50_r=0_001,GBM,Recall,Standard,0.0,0.0
1,Synthetic_n=20000_p=50_r=0_001,GBM,Recall,Normalized,0.09090909090909095,4.163336342344337e-17
0,Synthetic_n=20000_p=50_r=0_001,GBM,F1-score,Standard,0.0,0.0
1,Synthetic_n=20000_p=50_r=0_001,GBM,F1-score,Normalized,0.09090909090909095,4.163336342344337e-17
0,Synthetic_n=20000_p=50_r=0_001,GBM,MCC,Standard,-0.0009520598927914703,0.0006621172211890191
1,Synthetic_n=20000_p=50_r=0_001,GBM,MCC,Normalized,0.48951183337731236,0.007349658144502733
0,Synthetic_n=20000_p=50_r=0_001,GBM,Precision,Standard,0.0,0.0
1,Synthetic_n=20000_p=50_r=0_001,GBM,Precision,Normalized,0.09090909090909095,4.163336342344337e-17
0,Synthetic_n=20000_p=50_r=0_001,GBM,Accuracy,Standard,0.9976599999999997,0.0012901162738296122
1,Synthetic_n=20000_p=50_r=0_001,GBM,Accuracy,Normalized,0.9981583425082573,0.001291278424411578
0,Synthetic_n=20000_p=50_r=0_001,CART,G-mean,Standard,0.0,0.0
1,Synthetic_n=20000_p=50_r=0_001,CART,G-mean,Normalized,0.09100008189188454,1.3877787807814457e-17
0,Synthetic_n=20000_p=50_r=0_001,CART,Kappa,Standard,-0.0009673960387664882,0.0005648012620531716
1,Synthetic_n=20000_p=50_r=0_001,CART,Kappa,Normalized,0.28158660976697214,0.12715623524675906
0,Synthetic_n=20000_p=50_r=0_001,CART,Bal. acc.,Standard,0.4992342342342343,0.0006269455545707842
1,Synthetic_n=20000_p=50_r=0_001,CART,Bal. acc.,Normalized,0.49864569021210003,0.0011493275730330894
0,Synthetic_n=20000_p=50_r=0_001,CART,Recall,Standard,0.0,0.0
1,Synthetic_n=20000_p=50_r=0_001,CART,Recall,Normalized,0.09090909090909095,4.163336342344337e-17
0,Synthetic_n=20000_p=50_r=0_001,CART,F1-score,Standard,0.0,0.0
1,Synthetic_n=20000_p=50_r=0_001,CART,F1-score,Normalized,0.09090909090909095,4.163336342344337e-17
0,Synthetic_n=20000_p=50_r=0_001,CART,MCC,Standard,-0.0010519328892160994,0.0006549007791452502
1,Synthetic_n=20000_p=50_r=0_001,CART,MCC,Normalized,0.48840210735116146,0.007269745429459679
0,Synthetic_n=20000_p=50_r=0_001,CART,Precision,Standard,0.0,0.0
1,Synthetic_n=20000_p=50_r=0_001,CART,Precision,Normalized,0.09090909090909095,4.163336342344337e-17
0,Synthetic_n=20000_p=50_r=0_001,CART,Accuracy,Standard,0.9974699999999999,0.001252637218032421
1,Synthetic_n=20000_p=50_r=0_001,CART,Accuracy,Normalized,0.9979681713542188,0.0012537656070787807
0,Synthetic_n=20000_p=50_r=0_001,RF,G-mean,Standard,0.0,0.0
1,Synthetic_n=20000_p=50_r=0_001,RF,G-mean,Normalized,0.09100008189188454,1.3877787807814457e-17
0,Synthetic_n=20000_p=50_r=0_001,RF,Kappa,Standard,0.0,0.0
1,Synthetic_n=20000_p=50_r=0_001,RF,Kappa,Normalized,0.5000500450405366,1.1102230246251565e-16
0,Synthetic_n=20000_p=50_r=0_001,RF,Bal. acc.,Standard,0.5,0.0
1,Synthetic_n=20000_p=50_r=0_001,RF,Bal. acc.,Normalized,0.5000500450405366,1.1102230246251565e-16
0,Synthetic_n=20000_p=50_r=0_001,RF,Recall,Standard,0.0,0.0
1,Synthetic_n=20000_p=50_r=0_001,RF,Recall,Normalized,0.09090909090909095,4.163336342344337e-17
0,Synthetic_n=20000_p=50_r=0_001,RF,F1-score,Standard,0.0,0.0
1,Synthetic_n=20000_p=50_r=0_001,RF,F1-score,Normalized,0.09090909090909095,4.163336342344337e-17
0,Synthetic_n=20000_p=50_r=0_001,RF,MCC,Standard,0.0,0.0
1,Synthetic_n=20000_p=50_r=0_001,RF,MCC,Normalized,0.5000500450405366,1.1102230246251565e-16
0,Synthetic_n=20000_p=50_r=0_001,RF,Precision,Standard,0.0,0.0
1,Synthetic_n=20000_p=50_r=0_001,RF,Precision,Normalized,0.09090909090909095,4.163336342344337e-17
0,Synthetic_n=20000_p=50_r=0_001,RF,Accuracy,Standard,0.9989999999999999,1.1102230246251565e-16
1,Synthetic_n=20000_p=50_r=0_001,RF,Accuracy,Normalized,0.9994995495946348,3.3306690738754696e-16
0,Synthetic_n=20000_p=50_r=0_001,LR,G-mean,Standard,0.0,0.0
1,Synthetic_n=20000_p=50_r=0_001,LR,G-mean,Normalized,0.09100008189188454,1.3877787807814457e-17
0,Synthetic_n=20000_p=50_r=0_001,LR,Kappa,Standard,0.0,0.0
1,Synthetic_n=20000_p=50_r=0_001,LR,Kappa,Normalized,0.5000500450405366,1.1102230246251565e-16
0,Synthetic_n=20000_p=50_r=0_001,LR,Bal. acc.,Standard,0.5,0.0
1,Synthetic_n=20000_p=50_r=0_001,LR,Bal. acc.,Normalized,0.5000500450405366,1.1102230246251565e-16
0,Synthetic_n=20000_p=50_r=0_001,LR,Recall,Standard,0.0,0.0
1,Synthetic_n=20000_p=50_r=0_001,LR,Recall,Normalized,0.09090909090909095,4.163336342344337e-17
0,Synthetic_n=20000_p=50_r=0_001,LR,F1-score,Standard,0.0,0.0
1,Synthetic_n=20000_p=50_r=0_001,LR,F1-score,Normalized,0.09090909090909095,4.163336342344337e-17
0,Synthetic_n=20000_p=50_r=0_001,LR,MCC,Standard,0.0,0.0
1,Synthetic_n=20000_p=50_r=0_001,LR,MCC,Normalized,0.5000500450405366,1.1102230246251565e-16
0,Synthetic_n=20000_p=50_r=0_001,LR,Precision,Standard,0.0,0.0
1,Synthetic_n=20000_p=50_r=0_001,LR,Precision,Normalized,0.09090909090909095,4.163336342344337e-17
0,Synthetic_n=20000_p=50_r=0_001,LR,Accuracy,Standard,0.9989999999999999,1.1102230246251565e-16
1,Synthetic_n=20000_p=50_r=0_001,LR,Accuracy,Normalized,0.9994995495946348,3.3306690738754696e-16
2,Synthetic_n=20000_p=50_r=0_5,kNN,G-mean,Standard,0.9854929137501618,0.003841477348155251
3,Synthetic_n=20000_p=50_r=0_5,kNN,G-mean,Normalized,0.9995468124931303,0.00023902391012043292
2,Synthetic_n=20000_p=50_r=0_5,kNN,Kappa,Standard,0.971,0.007681145747868616
3,Synthetic_n=20000_p=50_r=0_5,kNN,Kappa,Normalized,0.9995472811056666,0.00024009327424802168
2,Synthetic_n=20000_p=50_r=0_5,kNN,Bal. acc.,Standard,0.9854999999999998,0.0038405728739343073
3,Synthetic_n=20000_p=50_r=0_5,kNN,Bal. acc.,Normalized,0.9995465190105349,0.00024044852324522524
2,Synthetic_n=20000_p=50_r=0_5,kNN,Recall,Standard,0.9839800000000001,0.0053478593848380164
3,Synthetic_n=20000_p=50_r=0_5,kNN,Recall,Normalized,0.9839832033593283,0.005346790026832617
2,Synthetic_n=20000_p=50_r=0_5,kNN,F1-score,Standard,0.9854766499684402,0.0038520473474999515
3,Synthetic_n=20000_p=50_r=0_5,kNN,F1-score,Normalized,0.9995427061358372,0.00024231225161431408
2,Synthetic_n=20000_p=50_r=0_5,kNN,MCC,Standard,0.9710270879589163,0.007678145275464777
3,Synthetic_n=20000_p=50_r=0_5,kNN,MCC,Normalized,0.9995401063758453,0.0002445850317024597
2,Synthetic_n=20000_p=50_r=0_5,kNN,Precision,Standard,0.9870010845715268,0.004884093612788214
3,Synthetic_n=20000_p=50_r=0_5,kNN,Precision,Normalized,0.9933040014672531,0.0025068496465420354
2,Synthetic_n=20000_p=50_r=0_5,kNN,Accuracy,Standard,0.9854999999999998,0.0038405728739343073
3,Synthetic_n=20000_p=50_r=0_5,kNN,Accuracy,Normalized,0.9995472811056666,0.00024009327424802168
2,Synthetic_n=20000_p=50_r=0_5,SVM,G-mean,Standard,0.9911845124754778,0.0026948522685909604
3,Synthetic_n=20000_p=50_r=0_5,SVM,G-mean,Normalized,0.9998275325938611,0.00010008097360542892
2,Synthetic_n=20000_p=50_r=0_5,SVM,Kappa,Standard,0.9823799999999998,0.005386613036036657
3,Synthetic_n=20000_p=50_r=0_5,SVM,Kappa,Normalized,0.9998285665802252,9.988062619855944e-05
2,Synthetic_n=20000_p=50_r=0_5,SVM,Bal. acc.,Standard,0.99119,0.002693306518018329
3,Synthetic_n=20000_p=50_r=0_5,SVM,Bal. acc.,Normalized,0.999828321878116,0.00010005442754846858
2,Synthetic_n=20000_p=50_r=0_5,SVM,Recall,Standard,0.9896399999999999,0.004112225674741116
3,Synthetic_n=20000_p=50_r=0_5,SVM,Recall,Normalized,0.9896420715856828,0.004111403394062297
2,Synthetic_n=20000_p=50_r=0_5,SVM,F1-score,Standard,0.991175645684325,0.0027007803959467726
3,Synthetic_n=20000_p=50_r=0_5,SVM,F1-score,Normalized,0.9998261875319397,0.0001009798719783995
2,Synthetic_n=20000_p=50_r=0_5,SVM,MCC,Standard,0.9824013262328846,0.005380870364473642
3,Synthetic_n=20000_p=50_r=0_5,SVM,MCC,Normalized,0.9998259060445459,0.00010107306542935407
2,Synthetic_n=20000_p=50_r=0_5,SVM,Precision,Standard,0.992733001996498,0.0037901086978041646
3,Synthetic_n=20000_p=50_r=0_5,SVM,Precision,Normalized,0.9962381684830801,0.00193335697238784
2,Synthetic_n=20000_p=50_r=0_5,SVM,Accuracy,Standard,0.99119,0.002693306518018329
3,Synthetic_n=20000_p=50_r=0_5,SVM,Accuracy,Normalized,0.9998285665802252,9.988062619855944e-05
2,Synthetic_n=20000_p=50_r=0_5,NB,G-mean,Standard,0.8475753951914027,0.00987873808426675
3,Synthetic_n=20000_p=50_r=0_5,NB,G-mean,Normalized,0.9557889409920454,0.005570575089708622
2,Synthetic_n=20000_p=50_r=0_5,NB,Kappa,Standard,0.69542,0.019753065584865566
3,Synthetic_n=20000_p=50_r=0_5,NB,Kappa,Normalized,0.9534086004234866,0.006055550801029792
2,Synthetic_n=20000_p=50_r=0_5,NB,Bal. acc.,Standard,0.8477099999999999,0.009876532792432786
3,Synthetic_n=20000_p=50_r=0_5,NB,Bal. acc.,Normalized,0.9533947907479091,0.006060562381534411
2,Synthetic_n=20000_p=50_r=0_5,NB,Recall,Standard,0.8380199999999999,0.015392192826235
3,Synthetic_n=20000_p=50_r=0_5,NB,Recall,Normalized,0.8380523895220958,0.015389115003234352
2,Synthetic_n=20000_p=50_r=0_5,NB,F1-score,Standard,0.8461962694556833,0.010172675278370421
3,Synthetic_n=20000_p=50_r=0_5,NB,F1-score,Normalized,0.9512605549276069,0.006617239556902104
2,Synthetic_n=20000_p=50_r=0_5,NB,MCC,Standard,0.6957380324448657,0.019769693634384248
3,Synthetic_n=20000_p=50_r=0_5,NB,MCC,Normalized,0.9494082755134636,0.0067814044484569794
2,Synthetic_n=20000_p=50_r=0_5,NB,Precision,Standard,0.8547752151110053,0.012994622514875194
3,Synthetic_n=20000_p=50_r=0_5,NB,Precision,Normalized,0.9148336271557926,0.008889123323243946
2,Synthetic_n=20000_p=50_r=0_5,NB,Accuracy,Standard,0.8477099999999999,0.009876532792432786
3,Synthetic_n=20000_p=50_r=0_5,NB,Accuracy,Normalized,0.9534086004234866,0.006055550801029792
2,Synthetic_n=20000_p=50_r=0_5,GBM,G-mean,Standard,0.8980979757912327,0.008640942060370093
3,Synthetic_n=20000_p=50_r=0_5,GBM,G-mean,Normalized,0.9797922683009891,0.0033370388218087817
2,Synthetic_n=20000_p=50_r=0_5,GBM,Kappa,Standard,0.7963200000000001,0.0172249121913582
3,Synthetic_n=20000_p=50_r=0_5,GBM,Kappa,Normalized,0.9790958732868504,0.0035069048700117774
2,Synthetic_n=20000_p=50_r=0_5,GBM,Bal. acc.,Standard,0.8981600000000002,0.008612456095679103
3,Synthetic_n=20000_p=50_r=0_5,GBM,Bal. acc.,Normalized,0.9790968740864906,0.003508895571884536
2,Synthetic_n=20000_p=50_r=0_5,GBM,Recall,Standard,0.8957799999999999,0.01323297396657306
3,Synthetic_n=20000_p=50_r=0_5,GBM,Recall,Normalized,0.8958008398320334,0.013230327900992848
2,Synthetic_n=20000_p=50_r=0_5,GBM,F1-score,Standard,0.8979080226516197,0.008669799186539606
3,Synthetic_n=20000_p=50_r=0_5,GBM,F1-score,Normalized,0.9787421983709634,0.0036169533585219777
2,Synthetic_n=20000_p=50_r=0_5,GBM,MCC,Standard,0.7964951899052807,0.01715342508214494
3,Synthetic_n=20000_p=50_r=0_5,GBM,MCC,Normalized,0.9777926354341209,0.0038084149684373876
2,Synthetic_n=20000_p=50_r=0_5,GBM,Precision,Standard,0.9002360430834053,0.011945435475697992
3,Synthetic_n=20000_p=50_r=0_5,GBM,Precision,Normalized,0.9444033172969486,0.00743386833740903
2,Synthetic_n=20000_p=50_r=0_5,GBM,Accuracy,Standard,0.8981600000000002,0.008612456095679103
3,Synthetic_n=20000_p=50_r=0_5,GBM,Accuracy,Normalized,0.9790968740864906,0.003508895571884536
2,Synthetic_n=20000_p=50_r=0_5,CART,G-mean,Standard,0.7397205158891169,0.01552283391454397
3,Synthetic_n=20000_p=50_r=0_5,CART,G-mean,Normalized,0.8767441904540508,0.013930364698035042
2,Synthetic_n=20000_p=50_r=0_5,CART,Kappa,Standard,0.47979999999999995,0.031043839968663677
3,Synthetic_n=20000_p=50_r=0_5,CART,Kappa,Normalized,0.8642164188637974,0.01627836918821737
2,Synthetic_n=20000_p=50_r=0_5,CART,Bal. acc.,Standard,0.7399,0.015521919984331846
3,Synthetic_n=20000_p=50_r=0_5,CART,Bal. acc.,Normalized,0.8642078103075644,0.016285926105986934
2,Synthetic_n=20000_p=50_r=0_5,CART,Recall,Standard,0.7394999999999997,0.021585875011219738
3,Synthetic_n=20000_p=50_r=0_5,CART,Recall,Normalized,0.7395520895820836,0.02158155869947983
2,Synthetic_n=20000_p=50_r=0_5,CART,F1-score,Standard,0.7397471233612309,0.015774293739001185
3,Synthetic_n=20000_p=50_r=0_5,CART,F1-score,Normalized,0.8538990974050742,0.01914630803147113
2,Synthetic_n=20000_p=50_r=0_5,CART,MCC,Standard,0.4800557516703733,0.031069722733314542
3,Synthetic_n=20000_p=50_r=0_5,CART,MCC,Normalized,0.8489310936053142,0.018185074539177785
2,Synthetic_n=20000_p=50_r=0_5,CART,Precision,Standard,0.7403887100184262,0.018001515103597706
3,Synthetic_n=20000_p=50_r=0_5,CART,Precision,Normalized,0.8242152157450932,0.016463846632476437
2,Synthetic_n=20000_p=50_r=0_5,CART,Accuracy,Standard,0.7399,0.015521919984331849
3,Synthetic_n=20000_p=50_r=0_5,CART,Accuracy,Normalized,0.8642164188637974,0.01627836918821737
2,Synthetic_n=20000_p=50_r=0_5,RF,G-mean,Standard,0.8485691324630504,0.011577021676847099
3,Synthetic_n=20000_p=50_r=0_5,RF,G-mean,Normalized,0.956283560724368,0.006490342436384555
2,Synthetic_n=20000_p=50_r=0_5,RF,Kappa,Standard,0.7010200000000001,0.022675969659531663
3,Synthetic_n=20000_p=50_r=0_5,RF,Kappa,Normalized,0.9550364692108569,0.00681532719266733
2,Synthetic_n=20000_p=50_r=0_5,RF,Bal. acc.,Standard,0.8505099999999998,0.01133798482976583
3,Synthetic_n=20000_p=50_r=0_5,RF,Bal. acc.,Normalized,0.9550362309061883,0.006815079967206372
2,Synthetic_n=20000_p=50_r=0_5,RF,Recall,Standard,0.7942,0.01769632730257891
3,Synthetic_n=20000_p=50_r=0_5,RF,Recall,Normalized,0.794241151769646,0.01769278874482996
2,Synthetic_n=20000_p=50_r=0_5,RF,F1-score,Standard,0.8415327684378893,0.012637053064429327
3,Synthetic_n=20000_p=50_r=0_5,RF,F1-score,Normalized,0.9480668725283138,0.008532914648529838
2,Synthetic_n=20000_p=50_r=0_5,RF,MCC,Standard,0.7056733966437824,0.022438951003195345
3,Synthetic_n=20000_p=50_r=0_5,RF,MCC,Normalized,0.9526676264427177,0.007410358472381866
2,Synthetic_n=20000_p=50_r=0_5,RF,Precision,Standard,0.8951555265670257,0.013982350899546818
3,Synthetic_n=20000_p=50_r=0_5,RF,Precision,Normalized,0.9412140895156301,0.008722089380204396
2,Synthetic_n=20000_p=50_r=0_5,RF,Accuracy,Standard,0.8505099999999998,0.011337984829765837
3,Synthetic_n=20000_p=50_r=0_5,RF,Accuracy,Normalized,0.9550364692108569,0.00681532719266733
2,Synthetic_n=20000_p=50_r=0_5,LR,G-mean,Standard,0.8714903601193523,0.0094568609507318
3,Synthetic_n=20000_p=50_r=0_5,LR,G-mean,Normalized,0.9682435906340028,0.004494775695427681
2,Synthetic_n=20000_p=50_r=0_5,LR,Kappa,Standard,0.7431199999999998,0.018881355883516433
3,Synthetic_n=20000_p=50_r=0_5,LR,Kappa,Normalized,0.9668156670605492,0.004804599190472688
2,Synthetic_n=20000_p=50_r=0_5,LR,Bal. acc.,Standard,0.8715600000000002,0.009440677941758216
3,Synthetic_n=20000_p=50_r=0_5,LR,Bal. acc.,Normalized,0.9668129529463034,0.004807646101536734
2,Synthetic_n=20000_p=50_r=0_5,LR,Recall,Standard,0.86838,0.014437991550073727
3,Synthetic_n=20000_p=50_r=0_5,LR,Recall,Normalized,0.8684063187362527,0.01443510452916789
2,Synthetic_n=20000_p=50_r=0_5,LR,F1-score,Standard,0.8711313698592957,0.00963794338398098
3,Synthetic_n=20000_p=50_r=0_5,LR,F1-score,Normalized,0.9659811341071116,0.005106007521819494
2,Synthetic_n=20000_p=50_r=0_5,LR,MCC,Standard,0.743299224042015,0.018850703283395002
3,Synthetic_n=20000_p=50_r=0_5,LR,MCC,Normalized,0.9642918035069252,0.005306727678526568
2,Synthetic_n=20000_p=50_r=0_5,LR,Precision,Standard,0.8740987188009375,0.012127849761128013
3,Synthetic_n=20000_p=50_r=0_5,LR,Precision,Normalized,0.9277875674615126,0.007921426608906735
2,Synthetic_n=20000_p=50_r=0_5,LR,Accuracy,Standard,0.8715600000000002,0.009440677941758216
3,Synthetic_n=20000_p=50_r=0_5,LR,Accuracy,Normalized,0.9668156670605492,0.004804599190472688
4,Synthetic_n=20000_p=50_r=0_1,kNN,G-mean,Standard,0.7872965566613529,0.03049806336765511
5,Synthetic_n=20000_p=50_r=0_1,kNN,G-mean,Normalized,0.9147756243312294,0.023126857266801856
4,Synthetic_n=20000_p=50_r=0_1,kNN,Kappa,Standard,0.7352264461830561,0.03928998736533821
5,Synthetic_n=20000_p=50_r=0_1,kNN,Kappa,Normalized,0.9863846430205725,0.004168090812251069
4,Synthetic_n=20000_p=50_r=0_1,kNN,Bal. acc.,Standard,0.8099166666666666,0.024033075844924666
5,Synthetic_n=20000_p=50_r=0_1,kNN,Bal. acc.,Normalized,0.9264714254748695,0.018329191458853717
4,Synthetic_n=20000_p=50_r=0_1,kNN,Recall,Standard,0.6223,0.048017809196172205
5,Synthetic_n=20000_p=50_r=0_1,kNN,Recall,Normalized,0.6226773226773227,0.04796983935681538
4,Synthetic_n=20000_p=50_r=0_1,kNN,F1-score,Standard,0.7558204529580458,0.03710939477499044
5,Synthetic_n=20000_p=50_r=0_1,kNN,F1-score,Normalized,0.9854317074992555,0.004657462617743281
4,Synthetic_n=20000_p=50_r=0_1,kNN,MCC,Standard,0.7569016131140356,0.03394122884728965
5,Synthetic_n=20000_p=50_r=0_1,kNN,MCC,Normalized,0.9876765651857309,0.003638742032377011
4,Synthetic_n=20000_p=50_r=0_1,kNN,Precision,Standard,0.965854328511488,0.021651493802618143
5,Synthetic_n=20000_p=50_r=0_1,kNN,Precision,Normalized,0.9979561911258389,0.0013125837658965404
4,Synthetic_n=20000_p=50_r=0_1,kNN,Accuracy,Standard,0.96001,0.005036854176964036
5,Synthetic_n=20000_p=50_r=0_1,kNN,Accuracy,Normalized,0.990962437185079,0.0022179177634271143
4,Synthetic_n=20000_p=50_r=0_1,SVM,G-mean,Standard,0.960316049659021,0.01284420710599748
5,Synthetic_n=20000_p=50_r=0_1,SVM,G-mean,Normalized,0.9965365619826236,0.0020367890303810495
4,Synthetic_n=20000_p=50_r=0_1,SVM,Kappa,Standard,0.9395035075792797,0.017789324294462106
5,Synthetic_n=20000_p=50_r=0_1,SVM,Kappa,Normalized,0.9992705306026046,0.00041263394168314593
4,Synthetic_n=20000_p=50_r=0_1,SVM,Bal. acc.,Standard,0.9610500000000002,0.012396707796730976
5,Synthetic_n=20000_p=50_r=0_1,SVM,Bal. acc.,Normalized,0.9966228793981265,0.0019635144652578765
4,Synthetic_n=20000_p=50_r=0_1,SVM,Recall,Standard,0.9257000000000002,0.02454607911663284
5,Synthetic_n=20000_p=50_r=0_1,SVM,Recall,Normalized,0.925774225774226,0.024521557559073797
4,Synthetic_n=20000_p=50_r=0_1,SVM,F1-score,Standard,0.9454116257912076,0.01608366059819473
5,Synthetic_n=20000_p=50_r=0_1,SVM,F1-score,Normalized,0.9992659212801418,0.0004164173888832002
4,Synthetic_n=20000_p=50_r=0_1,SVM,MCC,Standard,0.9398943209501434,0.017654379108439158
5,Synthetic_n=20000_p=50_r=0_1,SVM,MCC,Normalized,0.999263376330369,0.0004214045757635152
4,Synthetic_n=20000_p=50_r=0_1,SVM,Precision,Standard,0.9664082256309848,0.016765319408655693
5,Synthetic_n=20000_p=50_r=0_1,SVM,Precision,Normalized,0.997998520754881,0.0010069168918218074
4,Synthetic_n=20000_p=50_r=0_1,SVM,Accuracy,Standard,0.9893299999999999,0.0030921028443439613
5,Synthetic_n=20000_p=50_r=0_1,SVM,Accuracy,Normalized,0.9993092287115172,0.0003854010702386617
4,Synthetic_n=20000_p=50_r=0_1,NB,G-mean,Standard,0.5827128656834326,0.03958878278701536
5,Synthetic_n=20000_p=50_r=0_1,NB,G-mean,Normalized,0.7048331515168534,0.04955150436481723
4,Synthetic_n=20000_p=50_r=0_1,NB,Kappa,Standard,0.44730083087323025,0.05097719287152784
5,Synthetic_n=20000_p=50_r=0_1,NB,Kappa,Normalized,0.9301507968756052,0.015973966005019644
4,Synthetic_n=20000_p=50_r=0_1,NB,Bal. acc.,Standard,0.6674444444444444,0.023399641233927987
5,Synthetic_n=20000_p=50_r=0_1,NB,Bal. acc.,Normalized,0.7776250213512741,0.030900469463479727
